Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
386;21100858116;"Journal of Nuclear Engineering and Radiation Science";journal;"23328975, 23328983";0,300;Q3;16;52;318;1323;198;297;0,65;25,44;14,20;0;7;United States;Northern America;"The American Society of Mechanical Engineers(ASME)";"2015-2023";"Nuclear Energy and Engineering (Q3); Radiation (Q3)";"Energy; Physics and Astronomy"
387;21100206268;"Journal of Photonics for Energy";journal;"19477988";0,298;Q3;34;13;90;1020;117;83;1,54;78,46;29,89;0;11;United States;Northern America;"SPIE";"2011-2023";"Atomic and Molecular Physics, and Optics (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Physics and Astronomy"
388;12893;"Combustion, Explosion and Shock Waves";journal;"15738345, 00105082";0,296;Q3;49;91;247;2436;260;247;0,92;26,77;26,67;0;3;United States;Northern America;"Pleiades Publishing";"1965-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Chemical Engineering; Chemistry; Energy; Physics and Astronomy"
389;21100830716;"International Journal on Energy Conversion";journal;"22815295, 25332910";0,296;Q3;13;20;78;705;118;78;1,09;35,25;18,64;0;11;Italy;Western Europe;"Praise Worthy Prize S.r.l";"2017-2023";"Energy Engineering and Power Technology (Q3); Environmental Engineering (Q3); Fuel Technology (Q3); Nuclear Energy and Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science"
390;19400157013;"Problemy Ekorozwoju";journal;"18956912, 20801971";0,296;Q3;24;50;151;1953;222;151;1,65;39,06;54,10;0;44;Poland;Eastern Europe;"Politechnika Lubelska";"2008-2023";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science; Social Sciences"
391;21100258382;"International Journal of Power Electronics and Drive Systems";journal;"20888694";0,295;Q3;30;244;725;7485;1416;725;1,93;30,68;21,50;0;142;Indonesia;Asiatic Region;"Institute of Advanced Engineering and Science (IAES)";"2011-2023";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)";"Energy; Engineering"
392;13192;"Radioprotection";journal;"1769700X, 00338451";0,295;Q3;21;42;153;1129;175;140;1,34;26,88;37,96;0;8;France;Western Europe;"EDP Sciences";"1977-1981, 1988-2023";"Nuclear Energy and Engineering (Q3); Public Health, Environmental and Occupational Health (Q3); Renewable Energy, Sustainability and the Environment (Q3); Safety, Risk, Reliability and Quality (Q3); Waste Management and Disposal (Q3); Health, Toxicology and Mutagenesis (Q4)";"Energy; Engineering; Environmental Science; Medicine"
393;13349;"Taiyangneng Xuebao/Acta Energiae Solaris Sinica";journal;"02540096";0,295;Q3;30;821;2284;16749;2609;2284;1,17;20,40;33,05;0;688;China;Asiatic Region;"Science China Press";"1986-2023";"Atomic and Molecular Physics, and Optics (Q3); Electronic, Optical and Magnetic Materials (Q3); Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Materials Science; Physics and Astronomy"
394;28662;"Bezopasnost' Truda v Promyshlennosti";journal;"26585537, 04092961";0,294;Q3;10;143;467;2321;228;465;0,53;16,23;42,68;0;55;Russian Federation;Eastern Europe;"STC Industrial Safety CJSC";"1980, 2001-2005, 2018-2023";"Chemical Health and Safety (Q3); Energy (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Safety, Risk, Reliability and Quality (Q3)";"Chemical Engineering; Energy; Engineering; Environmental Science"
395;21100842801;"Energetika. Proceedings of CIS Higher Education Institutions and Power Engineering Associations";journal;"24140341, 10297448";0,291;Q3;10;38;129;921;72;129;0,57;24,24;35,29;0;22;Belarus;Eastern Europe;"Belarusian National Technical University";"2015, 2017-2023";"Energy Engineering and Power Technology (Q3); Nuclear Energy and Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy"
396;21101038736;"International Marine Energy Journal";journal;"26315548";0,290;Q4;8;9;61;397;59;58;0,93;44,11;31,43;0;8;United Kingdom;Western Europe;"European Wave and Tidal Energy Conference";"2018-2023";"Ocean Engineering (Q3); Oceanography (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Earth and Planetary Sciences; Energy; Engineering"
397;17080;"Oil Shale";journal;"0208189X, 17367492";0,290;Q3;32;17;54;655;88;53;1,26;38,53;30,12;0;2;Estonia;Eastern Europe;"Estonian Academy Publishers";"1996-2004, 2006-2023";"Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences; Energy"
398;21100450083;"Eastern-European Journal of Enterprise Technologies";journal;"17293774, 17294061";0,288;Q3;36;557;1714;14455;1950;1714;1,22;25,95;39,60;0;127;Ukraine;Eastern Europe;"Technology Center";"2013-2023";"Applied Mathematics (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Food Science (Q3); Industrial and Manufacturing Engineering (Q3); Management of Technology and Innovation (Q3); Mechanical Engineering (Q3); Environmental Chemistry (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Computer Science; Energy; Engineering; Environmental Science; Mathematics"
399;4000151909;"International Journal of Emerging Electric Power Systems";journal;"1553779X, 21945756";0,288;Q3;27;110;194;3085;305;194;1,53;28,05;29,53;0;52;Germany;Western Europe;"Walter de Gruyter GmbH";"2004-2023";"Energy Engineering and Power Technology (Q3)";"Energy"
400;18766;"Petroleum Chemistry";journal;"15556239, 09655441";0,284;Q3;32;121;421;4544;579;421;1,32;37,55;47,22;0;22;United States;Northern America;"Pleiades Publishing";"1991-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Geochemistry and Petrology (Q3)";"Chemical Engineering; Chemistry; Earth and Planetary Sciences; Energy"
401;6300153104;"Thermal Science";journal;"03549836";0,283;Q4;58;492;1435;12899;2206;1431;1,38;26,22;30,27;0;172;Serbia;Eastern Europe;"Vinca Inst Nuclear Sci";"2007-2023";"Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
402;21100812103;"Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering";journal;"24131830, 25001019";0,282;Q3;16;240;721;7889;548;721;0,79;32,87;34,92;0;78;Russian Federation;Eastern Europe;"Tomsk Polytechnic University";"2015-2023";"Economic Geology (Q3); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3); Management, Monitoring, Policy and Law (Q3); Materials Science (miscellaneous) (Q3); Waste Management and Disposal (Q3)";"Earth and Planetary Sciences; Energy; Environmental Science; Materials Science"
403;19700177700;"European Energy and Environmental Law Review";journal;"18793886, 25890387";0,282;Q4;16;19;67;259;52;65;0,83;13,63;47,62;0;16;Netherlands;Western Europe;"Kluwer Law International";"2008-2023";"Law (Q2); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science; Social Sciences"
404;19700186875;"Computational Thermal Sciences";journal;"19402554, 19402503";0,281;Q3;23;32;98;1143;162;96;1,59;35,72;19,44;0;3;United States;Northern America;"Begell House Inc.";"2009-2023";"Computational Mathematics (Q3); Energy Engineering and Power Technology (Q3); Fluid Flow and Transfer Processes (Q3); Surfaces and Interfaces (Q3)";"Chemical Engineering; Energy; Mathematics; Physics and Astronomy"
405;21100258747;"International Journal of Renewable Energy Research";journal;"13090127";0,281;Q3;42;126;574;4707;817;574;1,36;37,36;19,39;0;107;Turkey;Middle East;"International Journal of Renewable Energy Research";"2011-2023";"Energy Engineering and Power Technology (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
406;21101038528;"Automotive Experiences";journal;"26156636, 26156202";0,280;Q3;12;46;72;2336;163;71;2,42;50,78;21,38;0;28;Indonesia;Asiatic Region;"Universitas Muhammadiyah Magelang";"2018-2023";"Automotive Engineering (Q3); Fuel Technology (Q3); Transportation (Q3)";"Energy; Engineering; Social Sciences"
407;21101042191;"Case Studies in the Environment";journal;"24739510";0,278;Q4;9;20;89;908;73;89;0,93;45,40;47,56;0;18;United States;Northern America;"University of California Press";"2017-2023";"Education (Q3); Environmental Science (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science; Social Sciences"
408;5800207378;"International Journal of Exergy";journal;"17428297, 17428300";0,277;Q3;37;77;213;2161;268;211;1,15;28,06;21,35;0;43;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2023";"Energy (miscellaneous) (Q3)";"Energy"
409;61068;"Proceedings - SPE Annual Technical Conference and Exhibition";conference and proceedings;"26386712";0,277;-;93;311;1383;6374;1027;1380;0,76;20,50;17,52;0;105;United States;Northern America;"Society of Petroleum Engineers (SPE)";"1976-1986, 1990-2022";"Energy Engineering and Power Technology; Fuel Technology";"Energy"
410;7700153114;"Journal of Engineering Thermophysics";journal;"18102328, 19905432";0,276;Q3;27;58;170;1930;225;170;1,59;33,28;19,38;0;8;United States;Northern America;"Pleiades Publishing";"2007-2023";"Condensed Matter Physics (Q3); Energy Engineering and Power Technology (Q3); Environmental Engineering (Q3); Modeling and Simulation (Q3)";"Energy; Environmental Science; Mathematics; Physics and Astronomy"
411;6200180184;"Dianji yu Kongzhi Xuebao/Electric Machines and Control";journal;"1007449X";0,274;Q3;26;170;570;3719;710;570;1,28;21,88;29,31;0;23;China;Asiatic Region;"Harbin University of Science and Technology, Editorial department of Electric Machines and Control";"2007-2023";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)";"Computer Science; Energy; Engineering"
412;5200153101;"International Journal of Sustainable Development and Planning";journal;"1743761X, 17437601";0,270;Q4;23;414;583;17433;996;583;1,80;42,11;42,02;0;322;United Kingdom;Western Europe;"International Information and Engineering Technology Association";"2006-2023";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science; Social Sciences"
413;21101027629;"SAE International Journal of Electrified Vehicles";journal;"26913755, 26913747";0,270;Q3;27;28;63;1611;66;62;1,06;57,54;14,89;0;27;United States;Northern America;"SAE International";"2020-2023";"Automotive Engineering (Q3); Fuel Technology (Q3)";"Energy; Engineering"
414;21100927390;"Journal of Sustainable Architecture and Civil Engineering";journal;"20299990, 23352000";0,269;Q4;7;26;66;945;71;66;1,15;36,35;59,38;0;21;Lithuania;Eastern Europe;"Kauno Technologijos Universitetas";"2019-2023";"Architecture (Q2); Building and Construction (Q3); Civil and Structural Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering"
415;19700183013;"Iranian Journal of Electrical and Electronic Engineering";journal;"17352827";0,267;Q3;17;50;154;1632;140;154;0,97;32,64;20,37;0;16;Iran;Middle East;"Iran University of Science and Technology";"2010-2023";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)";"Energy; Engineering"
416;12415;"International Journal of Reliability, Quality and Safety Engineering";journal;"02185393, 17936446";0,266;Q3;33;45;129;1425;153;125;1,28;31,67;40,21;0;10;Singapore;Asiatic Region;"World Scientific";"1996-2023";"Aerospace Engineering (Q3); Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Industrial and Manufacturing Engineering (Q3); Nuclear Energy and Engineering (Q3); Safety, Risk, Reliability and Quality (Q3)";"Computer Science; Energy; Engineering"
417;21101050033;"Sustainability and climate change";journal;"26922924, 26922932";0,264;Q4;25;43;124;1611;136;96;0,79;37,47;45,71;0;21;United States;Northern America;"Mary Ann Liebert Inc.";"2021-2023";"Education (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Global and Planetary Change (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science; Social Sciences"
418;21100932648;"Advances in Environmental Technology";journal;"24764779, 24766674";0,261;Q4;11;24;72;1129;80;72;1,10;47,04;42,59;0;18;Iran;Middle East;"Iranian Research Organization for Science and Technology";"2015-2023";"Environmental Engineering (Q3); Pollution (Q3); Waste Management and Disposal (Q3); Water Science and Technology (Q3); Environmental Chemistry (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science"
419;4100151613;"Journal of Applied Engineering Science";journal;"18213197, 14514117";0,261;Q4;19;116;388;3360;449;388;1,23;28,97;29,17;0;37;Serbia;Eastern Europe;"Institute for research and design in industry";"2006-2023";"Civil and Structural Engineering (Q3); Engineering (miscellaneous) (Q3); Mechanical Engineering (Q3); Safety, Risk, Reliability and Quality (Q3); Transportation (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering; Social Sciences"
420;19161;"Rev Roumaine des Sciences Techniques-Series Electrotechnique et Energetique";journal;"00354066";0,261;Q3;19;71;166;1701;184;166;1,25;23,96;26,92;0;23;Romania;Eastern Europe;"Publishing House of the Romanian Academy";"1969-1970, 1972, 1974-1989, 2011-2023";"Electrical and Electronic Engineering (Q3); Energy (miscellaneous) (Q3)";"Energy; Engineering"
421;22092;"Thermal Engineering (English translation of Teploenergetika)";journal;"00406015, 15556301";0,261;Q3;25;109;325;2812;247;324;0,91;25,80;27,45;0;45;United States;Northern America;"Pleiades Publishing";"1970-1974, 1976-1991, 1995-2023";"Energy Engineering and Power Technology (Q3); Nuclear Energy and Engineering (Q3)";"Energy"
422;17000;"Journal of the Japan Petroleum Institute";journal;"13468804, 1349273X";0,260;Q3;31;35;111;837;97;111;0,70;23,91;13,49;0;4;Japan;Asiatic Region;"Japan Petroleum Institute";"2002-2023";"Energy Engineering and Power Technology (Q3); Fuel Technology (Q3)";"Energy"
423;21100783205;"Horizon. Studies in Phenomenology";journal;"23116986, 22265260";0,258;Q3;4;29;96;893;27;93;0,23;30,79;31,03;0;2;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2012-2023";"Philosophy (Q2); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Artificial Intelligence (Q4); Control and Optimization (Q4); Signal Processing (Q4)";"Arts and Humanities; Computer Science; Energy; Engineering; Mathematics"
424;21100403901;"Neftyanoe khozyaystvo - Oil Industry";journal;"00282448";0,258;Q3;21;188;797;1685;295;796;0,39;8,96;28,17;0;38;Russian Federation;Eastern Europe;"Neftyanoe Khozyaistvo";"1975-1988, 2001-2023";"Energy Engineering and Power Technology (Q3); Fuel Technology (Q3)";"Energy"
425;11600153305;"International Journal of Electric and Hybrid Vehicles";journal;"17514096, 17514088";0,256;Q3;20;18;58;645;68;58;0,86;35,83;16,67;0;11;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2023";"Automotive Engineering (Q3); Fuel Technology (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering"
426;21100205927;"Journal of Oil Palm Research";journal;"15112780";0,255;Q4;32;56;176;2774;241;176;1,35;49,54;40,89;1;18;Malaysia;Asiatic Region;"Lembaga Minyak Sawit Malaysia";"2008-2023";"Agronomy and Crop Science (Q3); Food Science (Q3); Biomaterials (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Agricultural and Biological Sciences; Energy; Materials Science"
427;21101124074;"Archives of Automotive Engineering";journal;"1234754X, 2084476X";0,254;Q4;11;20;65;670;67;65;1,05;33,50;20,83;0;15;Poland;Eastern Europe;"Lukasiewicz Research Network - Automotive Industry Institute";"2019-2023";"Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
